Component ID,Asset ID,Flota,Location,Component Profile,Lubricant,Connection Code,Observation Type,Observation Date,Observation Code,Meter Reading,All Time Meter Reading,Component Age,Observation Interval,days,Observation Rating,Rule Based Rating,Lube Age,Live,Lube Drained,Added,Assigned Condition Rating,Condition Review Notes,Further Recommendations,Fault Effect,Reviewed,Reviewer,Action Summary,Boro (ppm),Calcio (ppm),Cinc (ppm),Fosforado (ppm),Magnesio (ppm),Molibdeno (ppm),SILICATOS (ppm),Agua (%),Dilución por combustible (%),Hollín JOAP (Abs/cm),Nitración JOAP (Abs/cm),Oxidación JOAP (Abs/cm),Silicio (ppm),Sodio (ppm),Sulfatación JOAP (Abs/cm),Viscosidad @ 100°C (cSt),ISO 4406:1999 > 04µ,ISO 4406:1999 > 06µ,ISO 4406:1999 > 14µ,Aluminio (ppm),Bario (ppm),Cadmio (ppm),Cobre (ppm),Cromo (ppm),Estaño (ppm),Hierro (ppm),Niquel (ppm),Partículas Ferrosas (ppm),Plomo (ppm),Color del Refrigerante,Glycerin (%),Nitrito (ppm),PUNTO DE EBULLICION (°C),Sólidos Totales Disueltos (ppm),Turbidez (NTU),pH,Titanio (ppm),Vanadio (ppm)
Component_ID_52,Asset_ID_40,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_60,Fluid Analysis,2025-01-14,Observation_Code_3870,37977.88,77662.51,1455.0,50.8,4.0,Normal,Warning,,1455.0,No,0,Normal,SEGUIR OPERANDO ,SEGUIR OPERANDO ,No Fault Identified,2025-01-22 15:39:24,Reviewer_1,,116.43,1645.0,,,346.25,66.19,,0.0,0.0,5.0,4.0,14.0,4.01,3.81,19.0,15.412,,,,1.04,,,0.29,0.14,,2.08,,,0.0,,,,,,,,,
Component_ID_31,Asset_ID_19,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_35,Fluid Analysis,2025-01-14,Observation_Code_2463,62746.74,63108.14,8005.58,15.7,1.0,Normal,Normal,,8005.58,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2025-01-21 16:19:44,Reviewer_8,,95.34,1703.0,,,323.58,68.01,,0.0,0.0,9.0,5.0,15.0,3.78,3.53,20.0,15.164,,,,0.87,,,0.29,0.13,0.0,2.8,,0.0,0.25,,,,,,,,,
Component_ID_11,Asset_ID_6,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_12,Fluid Analysis,2025-01-14,Observation_Code_1311,61292.14,62025.24,13842.01,226.9,15.0,Normal,Warning,,13842.01,No,0,Unrated,,,No Fault Identified,,,,78.85,1704.0,1438.0,1335.0,348.88,62.91,,0.0,0.0,21.0,6.0,16.0,4.26,3.92,21.0,14.629,,,,1.1,,,0.57,0.2,0.0,6.48,,,0.0,,,,,,,,,
Component_ID_12,Asset_ID_6,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_11,Fluid Analysis,2025-01-14,Observation_Code_1207,61292.14,62025.24,6678.46,226.9,15.0,Normal,Warning,,6678.46,No,0,Normal,SEGUIR OPERANDO ,SEGUIR OPERANDO ,No Fault Identified,2025-01-21 10:56:15,Reviewer_1,,74.39,1793.0,1513.0,1431.0,364.26,66.12,,0.0,0.0,18.0,6.0,16.0,3.92,4.18,21.0,14.975,,,,1.44,,,0.74,0.18,0.0,7.66,,,0.36,,,,,,,,,
Component_ID_53,Asset_ID_41,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_61,Fluid Analysis,2025-01-14,Observation_Code_3991,40094.6,40945.5,10838.75,253.6,12.0,Normal,Warning,,10838.75,No,0,Warning,"MOTOR CON RELLENOS CONSTANTE  , MOTOR PRESENTA FUGA POR SELLO CARTER . SE ENCUENTRA EN PLAN DE CAMBIO  POR FUGAS ",,Fluid Condition Deteriorating,2025-01-23 14:15:24,Reviewer_1,,91.4,1817.0,,,385.74,75.9,,0.0,0.0,11.0,7.0,18.0,5.74,4.59,22.0,15.741,,,,1.76,,,0.74,1.43,,7.62,,,0.0,,,,,,,,,
Component_ID_49,Asset_ID_37,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_55,Fluid Analysis,2025-01-14,Observation_Code_3510,40158.8,40158.8,7176.79,368.5,22.0,Normal,Warning,,7176.79,No,0,Normal,SEGUIR OPERANDO ,SEGUIR OPERANDO ,No Fault Identified,2025-01-22 15:39:24,Reviewer_1,,130.41,1669.0,,,367.51,77.02,,0.0,0.0,4.0,4.0,14.0,6.72,8.54,19.0,15.566,,,,1.05,,,0.2,0.12,0.0,3.47,,,0.0,,,,,,,,,
Component_ID_36,Asset_ID_24,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_40,Fluid Analysis,2025-01-14,Observation_Code_2967,18950.16,32239.33,26629.42,166.2,9.0,Normal,Warning,,26629.42,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2025-01-21 17:13:29,Reviewer_8,,126.3,1744.0,,,380.03,77.4,,0.0,0.0,5.0,4.0,15.0,5.7,3.27,19.0,15.366,,,,0.94,,,0.15,0.0,0.0,2.12,,0.0,0.0,,,,,,,,,
Component_ID_35,Asset_ID_23,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_39,Fluid Analysis,2025-01-14,Observation_Code_2893,25412.54,25482.9,2052.6,296.2,48.0,Normal,Warning,,2052.6,No,0,Normal,"Todos los predictores estan en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2025-01-21 16:52:56,Reviewer_8,,94.96,1575.0,,,358.51,67.41,,0.0,0.0,5.0,6.0,17.0,3.35,3.08,21.0,14.396,,,,1.14,,,0.87,0.06,0.0,2.43,,0.0,0.0,,,,,,,,,
Component_ID_21,Asset_ID_11,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_26,Fluid Analysis,2025-01-14,Observation_Code_1750,1509.9,1805.7,1509.9,166.2,8.0,Normal,Warning,,1509.9,No,0,Normal,SEGUIR OPERANDO ,SEGUIR OPERANDO ,No Fault Identified,2025-01-21 10:56:15,Reviewer_1,,88.7,1676.0,1495.0,1482.0,383.36,65.42,,0.0,0.01,11.0,6.0,15.0,4.04,5.0,20.0,14.366,,,,1.24,,,0.45,0.35,0.0,8.49,,,0.15,,,,,,,,,
Component_ID_22,Asset_ID_11,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_25,Fluid Analysis,2025-01-14,Observation_Code_1744,1509.9,1805.7,1509.9,166.2,8.0,Normal,Warning,,1509.9,No,0,Unrated,,,Dust Entry,,,,85.53,1706.0,1558.0,1383.0,358.27,64.78,,0.0,0.0,12.0,6.0,16.0,7.56,5.23,20.0,14.442,,,,2.53,,,0.46,0.85,0.0,13.99,,,0.5,,,,,,,,,
Component_ID_31,Asset_ID_19,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_35,Fluid Analysis,2025-01-13,Observation_Code_2462,62731.04,63092.44,7989.88,79.1,4.0,Normal,Normal,,7989.88,No,0,Normal,"Todos los predictores en rango normal, seguir moniitoreando de cerca.",,No Fault Identified,2025-01-22 19:00:12,Reviewer_8,,98.81,1736.0,,,334.47,68.73,,0.0,0.0,8.0,5.0,15.0,4.14,3.55,19.0,15.18,,,,0.96,,,0.27,0.14,0.0,2.92,,0.0,0.09,,,,,,,,,
Component_ID_1,Asset_ID_1,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_2,Fluid Analysis,2025-01-12,Observation_Code_222,80359.9,88527.24,16793.32,505.8,30.0,Normal,Critical,,16793.32,No,0,Unrated,,,Abnormal Combustion,,,,63.66,1892.0,1586.0,1416.0,378.13,65.1,,0.0,0.0,28.0,6.0,16.0,5.42,4.76,21.0,15.18,,,,1.63,,,0.48,0.16,0.0,12.87,,,0.0,,,,,,,,,
Component_ID_2,Asset_ID_1,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_1,Fluid Analysis,2025-01-12,Observation_Code_111,80359.9,88491.14,16793.32,505.8,30.0,Normal,Critical,,16793.32,No,0,Unrated,,,Abnormal Combustion,,,,79.52,1762.0,1522.0,1472.0,375.58,63.81,,0.0,0.0,30.0,6.0,15.0,4.2,4.69,20.0,15.238,,,,1.49,,,0.27,0.21,0.0,7.64,,,0.0,,,,,,,,,
Component_ID_13,Asset_ID_7,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_14,Fluid Analysis,2025-01-11,Observation_Code_1570,30853.48,34014.58,12473.37,225.2,15.0,Normal,Warning,,12473.37,No,0,Normal,SEGUIR OPERANDO ,SEGUIR OPERANDO ,No Fault Identified,2025-01-21 10:56:15,Reviewer_1,,61.96,2063.0,1496.0,1202.0,371.14,60.61,,0.0,0.0,19.0,6.0,16.0,2.92,3.43,20.0,14.921,,,,0.83,,,0.2,0.28,,7.31,,,0.0,,,,,,,,,
Component_ID_14,Asset_ID_7,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_13,Fluid Analysis,2025-01-11,Observation_Code_1441,30853.48,33549.76,12008.55,225.2,15.0,Normal,Warning,,12008.55,No,0,Unrated,,,Fluid Condition Deteriorating,,,,45.24,2043.0,1337.0,1224.0,382.47,58.35,,0.0,0.0,22.0,7.0,18.0,2.35,3.18,22.0,15.1,,,,0.59,,,1.05,0.37,,15.07,,,2.8,,,,,,,,,
Component_ID_56,Asset_ID_44,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_65,Fluid Analysis,2025-01-11,Observation_Code_4257,9623.29,9623.29,9623.29,256.8,15.0,Normal,Warning,,9623.29,No,0,Normal,SEGUIR OPERANDO ,SEGUIR OPERANDO ,No Fault Identified,2025-01-22 15:39:24,Reviewer_1,,78.9,1831.0,,,322.05,54.52,,0.0,0.0,6.0,4.0,15.0,3.14,2.99,19.0,15.261,,,,0.69,,,0.12,0.21,,2.6,,,0.0,,,,,,,,,
Component_ID_52,Asset_ID_40,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_60,Fluid Analysis,2025-01-10,Observation_Code_3869,37927.08,77611.71,1404.2,99.4,6.0,Normal,Warning,,1404.2,No,0,Normal,SEGUIR OPERANDO ,SEGUIR OPERANDO ,No Fault Identified,2025-01-22 15:39:24,Reviewer_1,,74.51,1742.0,,,371.77,60.72,,0.0,0.0,12.0,5.0,14.0,2.67,2.81,19.0,14.758,,,,0.8,,,0.78,0.15,,3.05,,,0.0,,,,,,,,,
Component_ID_31,Asset_ID_19,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_35,Fluid Analysis,2025-01-09,Observation_Code_2461,62651.94,63013.34,7910.78,230.8,16.0,Normal,Critical,,7910.78,No,0,Normal,"Aceite en extension de vida con 694 horas actuales, seguir monitoreando de cerca.",,No Fault Identified,2025-01-21 15:09:07,Reviewer_8,,73.09,1791.0,,,353.64,65.75,,0.0,0.0,15.0,6.0,16.0,3.91,4.14,20.0,15.269,,,,1.33,,,2.41,0.11,0.0,4.62,,0.0,0.0,,,,,,,,,
Component_ID_54,Asset_ID_42,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_63,Fluid Analysis,2025-01-09,Observation_Code_4111,30488.89,51846.24,13883.61,169.6,14.0,Normal,Warning,,13883.61,No,0,Normal,SEGUIR OPERANDO ,SEGUIR OPERANDO ,No Fault Identified,2025-01-22 15:39:24,Reviewer_1,,99.89,1646.0,,,355.86,62.08,,0.0,0.0,8.0,5.0,15.0,5.54,4.47,20.0,15.57,,,,1.28,,,0.21,0.39,,5.04,,,0.0,,,,,,,,,
Component_ID_50,Asset_ID_38,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_56,Fluid Analysis,2025-01-09,Observation_Code_3623,39298.12,39304.12,9954.62,416.6,22.0,Normal,Warning,,9954.62,No,0,Normal,SEGUIR OPERANDO ,SEGUIR OPERANDO ,No Fault Identified,2025-01-22 15:39:24,Reviewer_1,,86.13,1797.0,,,373.24,66.48,,0.0,0.0,9.0,7.0,18.0,3.17,4.51,22.0,15.441,,,,1.26,,,0.21,0.47,,4.46,,,0.0,,,,,,,,,
Component_ID_43,Asset_ID_31,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_47,Fluid Analysis,2025-01-09,Observation_Code_3236,4877.45,20908.5,20908.5,2370.05,6.0,Normal,Normal,,20908.5,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-16 20:25:10,Reviewer_10,,108.36,1699.0,,,351.84,70.45,,0.0,0.0,6.0,5.0,15.0,3.29,3.47,20.0,14.943,,,,0.91,,,0.19,0.11,0.0,2.12,,0.0,0.0,,,,,,,,,
Component_ID_26,Asset_ID_14,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_30,Fluid Analysis,2025-01-08,Observation_Code_1955,86058.14,86738.84,26099.51,266.7,17.0,Normal,Warning,,26099.51,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2025-01-21 15:12:11,Reviewer_8,,127.4,1577.0,,,339.98,67.99,,0.0,0.0,2.0,4.0,14.0,6.91,3.85,19.0,15.706,,,,1.11,,,0.02,0.11,0.0,1.65,,1.0,0.0,,,,,,,,,
Component_ID_17,Asset_ID_9,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_22,Fluid Analysis,2025-01-08,Observation_Code_1725,8319.77,9671.37,8319.77,278.4,19.0,Normal,Warning,,8319.77,No,0,Normal,SEGUIR OPERANDO ,,No Fault Identified,2025-01-11 10:18:42,Reviewer_1,,99.78,1699.0,1623.0,1382.0,363.31,71.7,,0.0,0.0,8.0,5.0,15.0,5.26,4.11,20.0,14.322,,,,1.35,,,0.47,0.03,0.0,7.4,,,0.02,,,,,,,,,
Component_ID_18,Asset_ID_9,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_21,Fluid Analysis,2025-01-08,Observation_Code_1691,8319.77,9671.37,8319.77,451.3,30.0,Normal,Warning,,8319.77,No,0,Normal,SEGUIR OPERANDO ,SEGUIR OPERANDO ,No Fault Identified,2025-01-21 10:56:15,Reviewer_1,,97.56,1679.0,1516.0,1443.0,378.46,64.43,,0.0,0.0,10.0,5.0,15.0,3.4,4.11,19.0,14.54,,,,1.05,,,0.16,0.2,0.0,4.33,,,0.0,,,,,,,,,
Component_ID_55,Asset_ID_43,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_64,Fluid Analysis,2025-01-07,Observation_Code_4212,26321.95,26321.95,26321.95,387.4,21.0,Normal,Warning,,26321.95,No,0,Normal,SEGUIR OPERANDO ,,No Fault Identified,2025-01-11 10:20:16,Reviewer_1,,98.43,1709.0,,,332.52,71.93,,0.0,0.0,5.0,5.0,15.0,3.5,4.05,19.0,15.386,,,,1.6,,,0.14,0.41,,3.19,,,0.0,,,,,,,,,
Component_ID_41,Asset_ID_29,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_45,Fluid Analysis,2025-01-06,Observation_Code_3197,62661.8,62661.8,62661.8,129.2,10.0,Normal,Normal,,62661.8,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-10 20:25:38,Reviewer_10,,108.47,1668.0,,,341.07,68.49,,0.0,0.0,5.0,4.0,14.0,3.56,3.21,19.0,15.105,,,,1.23,,,0.17,0.28,0.0,1.79,,3.0,0.0,,,,,,,,,
Component_ID_32,Asset_ID_20,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_36,Fluid Analysis,2025-01-06,Observation_Code_2575,30379.77,30552.75,16678.39,160.7,16.0,Normal,Normal,,16678.39,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2025-01-21 15:58:45,Reviewer_8,,92.2,1645.0,,,300.19,63.31,,0.0,0.0,7.0,6.0,16.0,5.43,3.53,20.0,14.962,,,,1.94,,,0.33,0.28,0.0,3.21,,2.0,0.0,,,,,,,,,
Component_ID_33,Asset_ID_21,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_37,Fluid Analysis,2025-01-06,Observation_Code_2680,26347.77,26408.87,10512.45,355.9,24.0,Normal,Normal,,10512.45,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-10 20:25:38,Reviewer_10,,102.58,1694.0,,,317.46,69.56,,0.0,0.0,7.0,5.0,15.0,3.83,3.3,19.0,15.218,,,,1.36,,,0.13,0.26,0.0,2.54,,4.0,0.03,,,,,,,,,
Component_ID_38,Asset_ID_26,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_42,Fluid Analysis,2025-01-06,Observation_Code_3116,18819.04,18871.44,6254.69,74.8,7.0,Normal,Normal,,6254.69,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-10 20:25:38,Reviewer_10,,98.75,1674.0,,,324.82,68.81,,0.0,0.0,4.0,5.0,15.0,3.69,3.33,19.0,15.123,,,,1.17,,,0.12,0.0,0.0,2.31,,0.0,0.0,,,,,,,,,
Component_ID_57,Asset_ID_45,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_66,Fluid Analysis,2025-01-06,Observation_Code_4296,10210.78,13779.28,10210.78,428.0,23.0,Normal,Normal,,10210.78,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-10 20:25:38,Reviewer_10,,90.46,1679.0,,,359.73,66.7,,0.0,0.0,8.0,6.0,16.0,3.9,4.28,20.0,15.131,,,,1.72,,,0.18,1.19,,6.92,,,0.0,,,,,,,,,
Component_ID_39,Asset_ID_27,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_43,Fluid Analysis,2025-01-06,Observation_Code_3148,9409.08,11890.18,432.3,381.1,24.0,Normal,Normal,,432.3,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2025-01-21 16:17:12,Reviewer_8,,106.38,1672.0,,,303.5,74.36,,0.0,0.0,5.0,5.0,15.0,3.38,3.6,19.0,14.629,,,,1.26,,,0.6,0.19,0.0,2.76,,20.0,1.0,,,,,,,,,
Component_ID_21,Asset_ID_11,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_26,Fluid Analysis,2025-01-06,Observation_Code_1749,1343.7,1639.5,1343.7,391.1,24.0,Normal,Warning,,1343.7,No,0,Normal,SEGUIR OPERANDO ,,No Fault Identified,2025-01-11 10:18:42,Reviewer_1,,99.93,1716.0,1650.0,1421.0,357.17,70.35,,0.0,0.0,8.0,5.0,15.0,3.65,4.35,19.0,14.525,,,,1.31,,,0.35,0.33,0.0,5.45,,,0.52,,,,,,,,,
Component_ID_22,Asset_ID_11,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_25,Fluid Analysis,2025-01-06,Observation_Code_1743,1343.7,1639.5,1343.7,391.1,24.0,Normal,Warning,,1343.7,No,0,Normal,SEGUIR OPERANDO ,,No Fault Identified,2025-01-11 10:18:42,Reviewer_1,,98.72,1758.0,1641.0,1424.0,349.67,72.5,,0.0,0.0,9.0,5.0,15.0,3.87,4.58,20.0,14.578,,,,1.27,,,0.31,0.39,0.0,5.79,,,0.43,,,,,,,,,
Component_ID_36,Asset_ID_24,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_40,Fluid Analysis,2025-01-05,Observation_Code_2966,18783.96,32073.13,26463.22,326.2,24.0,Normal,Normal,,26463.22,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-09 20:25:13,Reviewer_10,,77.85,1856.0,,,375.96,61.47,,0.0,0.0,8.0,5.0,15.0,3.56,2.64,20.0,14.865,,,,0.63,,,0.25,0.02,0.21,2.69,,1.0,0.0,,,,,,,,,
Component_ID_15,Asset_ID_8,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_18,Fluid Analysis,2025-01-05,Observation_Code_1643,8861.32,10696.12,8861.32,165.2,13.0,Normal,Normal,,8861.32,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-09 20:25:13,Reviewer_10,,79.01,1824.0,1398.0,1177.0,372.7,60.0,,0.0,0.0,8.0,5.0,15.0,5.25,3.4,20.0,14.517,,,,1.06,,,0.11,0.09,0.17,8.46,,,0.0,,,,,,,,,
Component_ID_16,Asset_ID_8,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_17,Fluid Analysis,2025-01-05,Observation_Code_1609,8861.32,10696.12,830.7,165.2,13.0,Normal,Normal,,830.7,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-09 20:25:13,Reviewer_10,,76.88,1794.0,1382.0,1172.0,359.65,58.61,,0.0,0.0,8.0,5.0,15.0,3.25,3.3,20.0,14.512,,,,0.79,,,0.41,0.22,0.79,6.2,,,0.53,,,,,,,,,
Component_ID_52,Asset_ID_40,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_60,Fluid Analysis,2025-01-04,Observation_Code_3868,37827.68,77512.31,1304.8,307.8,18.0,Normal,Normal,,1304.8,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-07 20:23:09,Reviewer_10,,99.84,1658.0,,,336.67,69.07,,0.0,0.0,8.0,4.0,14.0,4.04,3.72,19.0,14.868,,,,1.06,,,0.66,0.3,,2.89,,,0.0,,,,,,,,,
Component_ID_40,Asset_ID_28,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_44,Fluid Analysis,2025-01-04,Observation_Code_3179,64393.65,64393.65,64393.65,5.7,1.0,Normal,Critical,,64393.65,No,0,Normal,"Aceite en extension de vida con 652 horas acumuladas a la fecha, seguir monitoreando de cerca.",,No Fault Identified,2025-01-21 15:05:25,Reviewer_8,,62.27,1826.0,,,339.5,67.27,,0.0,0.0,20.0,7.0,17.0,3.26,3.69,22.0,14.807,,,,0.83,,,0.96,0.44,0.0,8.2,,1.0,0.34,,,,,,,,,
Component_ID_46,Asset_ID_34,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_51,Fluid Analysis,2025-01-04,Observation_Code_3270,1300.7,1538.7,1300.7,387.5,23.0,Normal,Normal,,1300.7,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-07 20:23:09,Reviewer_10,,92.94,1693.0,,,336.58,67.79,,0.0,0.14,6.0,5.0,16.0,3.58,4.73,20.0,14.458,,,,1.03,,,0.31,0.28,0.0,3.07,,0.0,0.05,,,,,,,,,
Component_ID_4,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_3,Fluid Analysis,2025-01-03,Observation_Code_336,76050.7,79568.7,481.9,373.4,24.0,Normal,Warning,,481.9,No,0,Normal,SEGIR OPERANDO ,SEGIR OPERANDO ,No Fault Identified,2025-01-23 07:21:54,Reviewer_1,,79.52,1975.0,1504.0,1192.0,368.78,63.87,,0.0,0.0,10.0,5.0,15.0,3.81,3.44,20.0,14.286,,,,0.71,,,1.26,0.15,1.14,6.35,,,1.71,,,,,,,,,
Component_ID_3,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_4,Fluid Analysis,2025-01-03,Observation_Code_445,76050.7,77334.8,9040.47,354.8,23.0,Normal,Normal,,9040.47,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-07 20:23:09,Reviewer_10,,77.5,1941.0,1509.0,1149.0,368.86,62.92,,0.0,0.0,10.0,5.0,15.0,2.68,2.95,20.0,14.82,,,,0.68,,,0.35,0.09,0.68,3.99,,,0.0,,,,,,,,,
Component_ID_40,Asset_ID_28,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_44,Fluid Analysis,2025-01-03,Observation_Code_3178,64387.95,64387.95,64387.95,81.2,7.0,Normal,Critical,,64387.95,No,0,Normal,"Aceite en extension de vida con 625 horas acumuladas a la fecha, seguir monitoreando de cerca.",,No Fault Identified,2025-01-21 16:18:49,Reviewer_8,,57.39,1879.0,,,334.92,67.75,,0.0,0.0,20.0,7.0,17.0,3.26,3.54,22.0,14.998,,,,1.29,,,0.92,0.16,0.0,7.79,,0.0,0.0,,,,,,,,,
Component_ID_51,Asset_ID_39,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_58,Fluid Analysis,2025-01-03,Observation_Code_3746,38806.94,38806.94,20632.12,228.9,16.0,Normal,Warning,,20632.12,No,0,Normal,SEGUIR OPERANDO ,,No Fault Identified,2025-01-11 10:20:16,Reviewer_1,,91.19,1908.0,,,344.19,60.4,,0.0,0.0,4.0,4.0,14.0,3.64,2.81,19.0,15.413,,,,0.48,,,0.07,0.04,,1.72,,,0.0,,,,,,,,,
Component_ID_43,Asset_ID_31,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_49,Fluid Analysis,2025-01-03,Observation_Code_3254,2507.4,18538.45,18538.45,153.5,11.0,Normal,Normal,,18538.45,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-10 20:25:38,Reviewer_10,,95.58,1719.0,,,387.01,75.43,,0.0,0.0,8.0,6.0,16.0,4.35,3.73,20.0,14.645,,,,1.03,,,0.37,0.04,0.0,3.29,,0.0,0.0,,,,,,,,,
Component_ID_23,Asset_ID_12,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_28,Fluid Analysis,2025-01-03,Observation_Code_1761,889.1,889.1,889.1,197.3,12.0,Normal,Normal,,889.1,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-07 20:23:09,Reviewer_10,,80.22,1506.0,1350.0,1212.0,310.6,59.66,,0.0,0.0,8.0,5.0,16.0,3.25,3.43,20.0,13.879,,,,1.04,,,0.61,0.33,0.0,7.13,,,0.0,,,,,,,,,
Component_ID_24,Asset_ID_12,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_27,Fluid Analysis,2025-01-03,Observation_Code_1754,889.1,889.1,889.1,197.3,12.0,Normal,Normal,,889.1,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2025-01-07 20:23:09,Reviewer_10,,79.31,1559.0,1455.0,1187.0,305.3,61.77,,0.0,0.0,8.0,5.0,16.0,2.99,3.71,21.0,13.899,,,,1.01,,,0.63,0.3,0.0,6.33,,,0.36,,,,,,,,,
Component_ID_53,Asset_ID_41,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_61,Fluid Analysis,2025-01-02,Observation_Code_3990,39841.0,40691.9,10585.15,614.0,38.0,Normal,Warning,,10585.15,No,0,Warning,"MOTOR CON RELLENOS CONSTANTE  , MOTOR PRESENTA FUGA POR SELLO CARTER . SE ENCUENTRA EN PLAN DE CAMBIO  POR FUGAS ",,Fluid Condition Deteriorating,2025-01-23 14:15:24,Reviewer_1,,71.29,1821.0,,,352.64,65.17,,0.0,0.0,13.0,7.0,18.0,8.14,6.48,22.0,15.68,,,,1.71,,,1.32,1.85,,8.31,,,0.0,,,,,,,,,
